time,mode,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32
1781515884.1989732,plank,0.48953136801719666,0.29570165276527405,-0.3370451331138611,0.49389100074768066,0.2767159044742584,-0.3248136639595032,0.4970305562019348,0.2769235074520111,-0.32484856247901917,0.5000416040420532,0.27740469574928284,-0.3248784840106964,0.48442554473876953,0.2761736214160919,-0.32548025250434875,0.48120611906051636,0.27624595165252686,-0.3254985511302948,0.4779861569404602,0.27663013339042664,-0.3255317211151123,0.503268301486969,0.28439682722091675,-0.22661776840686798,0.47194021940231323,0.2839460074901581,-0.2272932529449463,0.4948188364505768,0.31382572650909424,-0.2978379428386688,0.4832262396812439,0.3137206733226776,-0.29818812012672424,0.535727322101593,0.40126773715019226,-0.15368250012397766,0.43464574217796326,0.38288119435310364,-0.15351542830467224,0.547240674495697,0.526130735874176,-0.114970862865448,0.4231286942958832,0.5154962539672852,-0.12724211812019348,0.5548086762428284,0.6481122970581055,-0.2113134115934372,0.43697667121887207,0.6335482001304626,-0.2152438461780548,0.5564676523208618,0.6911528706550598,-0.24526803195476532,0.4381919801235199,0.6695752143859863,-0.247794508934021,0.5474344491958618,0.6882270574569702,-0.2773880362510681,0.44778338074684143,0.6621518135070801,-0.27970874309539795,0.5426359176635742,0.6770557165145874,-0.22548475861549377,0.44826406240463257,0.6495148539543152,-0.2292746603488922,0.5020009279251099,0.6439148187637329,-0.012237081304192543,0.44506317377090454,0.640217661857605,0.012305647134780884,0.501067042350769,0.8119118809700012,-0.04063607379794121,0.4445699155330658,0.8035123944282532,0.06443878263235092,0.5133849382400513,0.9822927117347717,0.05117575451731682,0.4582120478153229,0.9692562818527222,0.22920775413513184,0.5115766525268555,0.991876482963562,0.051843415945768356,0.4636402130126953,0.9803386926651001,0.23926742374897003,0.5081396102905273,1.0584311485290527,-0.08594780415296555,0.4531770348548889,1.0115169286727905,0.13139589130878448
1781515884.3728497,plank,0.48870354890823364,0.29119187593460083,-0.33155888319015503,0.49352383613586426,0.27236229181289673,-0.31912901997566223,0.4967878758907318,0.272638201713562,-0.31916728615760803,0.49985581636428833,0.27318182587623596,-0.319199800491333,0.48405003547668457,0.27184826135635376,-0.3187222480773926,0.4809723496437073,0.27197518944740295,-0.3187369704246521,0.4778439998626709,0.2724851071834564,-0.3187769055366516,0.5031121373176575,0.28040948510169983,-0.22090904414653778,0.4720495343208313,0.2794542908668518,-0.21700234711170197,0.4945201873779297,0.30980053544044495,-0.2925282418727875,0.48289117217063904,0.309903621673584,-0.2915862202644348,0.5356158018112183,0.3997630774974823,-0.14954756200313568,0.43447500467300415,0.37948736548423767,-0.14280666410923004,0.547104001045227,0.524919867515564,-0.11209607124328613,0.4228377938270569,0.5117295980453491,-0.11940400302410126,0.5546576380729675,0.6453902125358582,-0.2097833901643753,0.4364251494407654,0.6299901604652405,-0.2133166790008545,0.5559243559837341,0.6880830526351929,-0.24479153752326965,0.43769174814224243,0.6670220494270325,-0.2457989901304245,0.546985924243927,0.6846306324005127,-0.27564045786857605,0.4476815164089203,0.6602249145507812,-0.27755582332611084,0.5423977971076965,0.6732890009880066,-0.22364652156829834,0.4481891095638275,0.6470537185668945,-0.22734978795051575,0.500849723815918,0.6421531438827515,-0.012598186731338501,0.4438052773475647,0.6384822130203247,0.012663135305047035,0.5004602074623108,0.8089942336082458,-0.025952007621526718,0.4431830048561096,0.8013835549354553,0.05921182036399841,0.5129362344741821,0.9761322736740112,0.09541749209165573,0.45822152495384216,0.9672561883926392,0.22808495163917542,0.5114678144454956,0.9858982563018799,0.09914401173591614,0.4637794494628906,0.9777661561965942,0.2391905039548874,0.5069300532341003,1.051248550415039,-0.03015286661684513,0.45553308725357056,1.006173849105835,0.1307697594165802
1781515884.5746067,plank,0.4873313903808594,0.27654674649238586,-0.29757246375083923,0.49179568886756897,0.2568923234939575,-0.2851935029029846,0.4947865903377533,0.25706565380096436,-0.28522104024887085,0.4975791573524475,0.257489949464798,-0.2852303981781006,0.4832102358341217,0.2565821707248688,-0.2851269245147705,0.48020654916763306,0.25658178329467773,-0.2851231098175049,0.477179616689682,0.25689980387687683,-0.285160094499588,0.5002959966659546,0.26484787464141846,-0.19060583412647247,0.4717385768890381,0.26382502913475037,-0.18811650574207306,0.49243226647377014,0.29403769969940186,-0.2601502239704132,0.48147052526474,0.2942020893096924,-0.25956806540489197,0.534433126449585,0.3828807473182678,-0.12454648315906525,0.4336967468261719,0.36503148078918457,-0.12168307602405548,0.5472224354743958,0.5071889162063599,-0.0864119678735733,0.42211923003196716,0.4963133931159973,-0.10329712927341461,0.554474949836731,0.6294413208961487,-0.1851419061422348,0.43529796600341797,0.6105800271034241,-0.20019598305225372,0.555076003074646,0.6724615097045898,-0.21785220503807068,0.43580108880996704,0.652023434638977,-0.23286807537078857,0.5463701486587524,0.67054682970047,-0.2507377862930298,0.44610396027565,0.6437433362007141,-0.2647755742073059,0.5421187281608582,0.6567681431770325,-0.19933608174324036,0.4471666216850281,0.6291620135307312,-0.21432873606681824,0.5007730722427368,0.6295275688171387,-0.011085910722613335,0.44380202889442444,0.6269257068634033,0.011138921603560448,0.5004860162734985,0.7945046424865723,0.005084756296128035,0.44308900833129883,0.7854041457176208,0.06640790402889252,0.5128619074821472,0.9616044759750366,0.12630954384803772,0.46058812737464905,0.9482859373092651,0.2500649094581604,0.5119093060493469,0.9732808470726013,0.1299147754907608,0.46768704056739807,0.9642488360404968,0.2624813914299011,0.5060540437698364,1.038927674293518,-0.001738299266435206,0.46205419301986694,0.997318685054779,0.1570240706205368
1781515884.683324,plank,0.4841577112674713,0.26705726981163025,-0.3064230978488922,0.48918527364730835,0.24733838438987732,-0.294181764125824,0.49233323335647583,0.247518852353096,-0.29420697689056396,0.49534130096435547,0.24803835153579712,-0.29422134160995483,0.48073238134384155,0.24712160229682922,-0.2932043671607971,0.4779304563999176,0.24716411530971527,-0.29320991039276123,0.4752682149410248,0.24748751521110535,-0.29324066638946533,0.498802125453949,0.2561723589897156,-0.20040364563465118,0.47111669182777405,0.2550055980682373,-0.19318924844264984,0.48966488242149353,0.2852056622505188,-0.2693268358707428,0.4787345826625824,0.28468048572540283,-0.2674429416656494,0.5340054035186768,0.3753812611103058,-0.13523505628108978,0.4332842230796814,0.3568366467952728,-0.12464556843042374,0.547213077545166,0.5019622445106506,-0.10375724732875824,0.42183953523635864,0.4867938160896301,-0.1099860891699791,0.5538665056228638,0.6233025193214417,-0.2083999216556549,0.43508538603782654,0.599869966506958,-0.2168254852294922,0.5538604855537415,0.6656693816184998,-0.2429586946964264,0.43536001443862915,0.6435805559158325,-0.25414517521858215,0.5450379848480225,0.6633996963500977,-0.2755327522754669,0.44563135504722595,0.6347202062606812,-0.2835458219051361,0.5410717129707336,0.6495279669761658,-0.2226463258266449,0.44698476791381836,0.6195600032806396,-0.23107464611530304,0.5007814764976501,0.6206197738647461,-0.013959480449557304,0.4440738558769226,0.6186805963516235,0.013947549276053905,0.5005546808242798,0.7857292890548706,-0.004733463283628225,0.4429270327091217,0.7776015996932983,0.06643342226743698,0.5129985213279724,0.9595977067947388,0.11076764762401581,0.4625784456729889,0.9387823939323425,0.2428569495677948,0.5129610896110535,0.9737570285797119,0.11370857059955597,0.47043365240097046,0.9568756222724915,0.25420209765434265,0.5044621229171753,1.0119935274124146,-0.014269272796809673,0.461620032787323,0.9937962889671326,0.14855971932411194
1781515884.8685544,plank,0.48255831003189087,0.1817225068807602,-0.3647320568561554,0.4881724715232849,0.16102422773838043,-0.35039955377578735,0.4917202591896057,0.16126227378845215,-0.35041385889053345,0.49498119950294495,0.16161517798900604,-0.3504409193992615,0.47798147797584534,0.16003422439098358,-0.35113346576690674,0.47504377365112305,0.1598132997751236,-0.35114672780036926,0.4723817706108093,0.15967239439487457,-0.3511686623096466,0.49871331453323364,0.16597118973731995,-0.24362702667713165,0.46894416213035583,0.16371984779834747,-0.2533039450645447,0.489375501871109,0.20031127333641052,-0.32258883118629456,0.4763062596321106,0.19990980625152588,-0.3232104182243347,0.5333163142204285,0.28321048617362976,-0.1693572700023651,0.4292086958885193,0.26534464955329895,-0.17162345349788666,0.5470426678657532,0.41610172390937805,-0.14205625653266907,0.4183829724788666,0.3948139250278473,-0.1526969075202942,0.5521606802940369,0.5358203053474426,-0.2576005458831787,0.43493157625198364,0.5104740858078003,-0.27625763416290283,0.5527662038803101,0.5757423639297485,-0.2956055998802185,0.4353257119655609,0.5521606802940369,-0.31678465008735657,0.5446861982345581,0.574611485004425,-0.3287166357040405,0.44553112983703613,0.5454872846603394,-0.34513023495674133,0.5407372713088989,0.5605548024177551,-0.27252450585365295,0.44695624709129333,0.5310371518135071,-0.29004278779029846,0.4987402558326721,0.5314905643463135,-0.01651233807206154,0.44363275170326233,0.5284640789031982,0.01643516682088375,0.5001283884048462,0.7001528143882751,-0.016103876754641533,0.442607581615448,0.6938914656639099,0.07119837403297424,0.5111650228500366,0.8823880553245544,0.13509723544120789,0.46401897072792053,0.8570520877838135,0.28624969720840454,0.5112199187278748,0.9068917036056519,0.14166322350502014,0.47415170073509216,0.8778672814369202,0.3010011613368988,0.5027426481246948,0.9477197527885437,-0.0040163928642869,0.4521123468875885,0.9291377663612366,0.1894494742155075
1781515885.0416248,plank,0.48085570335388184,0.09872478991746902,-0.4132416248321533,0.4870442748069763,0.07796420156955719,-0.39491376280784607,0.4909335970878601,0.07826804369688034,-0.394948810338974,0.4944700300693512,0.07875466346740723,-0.3950062692165375,0.47529953718185425,0.07704941183328629,-0.39469221234321594,0.47201570868492126,0.07692606002092361,-0.39474302530288696,0.46916961669921875,0.07707825303077698,-0.39478617906570435,0.4983161985874176,0.08491937816143036,-0.2728363871574402,0.4657849371433258,0.08287432789802551,-0.26970505714416504,0.4880200922489166,0.12031997740268707,-0.36589315533638,0.4740857481956482,0.11997763067483902,-0.365314781665802,0.5323918461799622,0.2101575881242752,-0.1854206770658493,0.42509809136390686,0.19327400624752045,-0.17981135845184326,0.5466386675834656,0.3455645442008972,-0.15864208340644836,0.41598010063171387,0.33278247714042664,-0.1794537603855133,0.5505989789962769,0.47176122665405273,-0.25974714756011963,0.4333364963531494,0.4551216661930084,-0.3166583180427551,0.5512293577194214,0.5114745497703552,-0.29503077268600464,0.43441706895828247,0.4946887493133545,-0.3600699007511139,0.5435738563537598,0.5105098485946655,-0.32588204741477966,0.44390788674354553,0.48974084854125977,-0.3899863362312317,0.5401052236557007,0.4956980049610138,-0.2735070586204529,0.44537553191185,0.47600704431533813,-0.33118170499801636,0.49668067693710327,0.45986056327819824,-0.01676086150109768,0.4421841502189636,0.4559321403503418,0.016687732189893723,0.49694663286209106,0.6288532018661499,-0.07850699871778488,0.44024530053138733,0.6160317659378052,-0.11439104378223419,0.508243203163147,0.8218075037002563,0.1266215592622757,0.46468186378479004,0.7801634073257446,0.11332577466964722,0.5088693499565125,0.8465927243232727,0.14678823947906494,0.4745887815952301,0.8008683919906616,0.12823861837387085,0.5006798505783081,0.8773217797279358,-0.0313403382897377,0.4477747082710266,0.8508796691894531,-0.005674934946000576
1781515885.1511338,plank,0.478807270526886,0.07809371501207352,-0.3947698473930359,0.4854859411716461,0.05716865882277489,-0.3782188594341278,0.48966217041015625,0.0574808269739151,-0.37825071811676025,0.49340543150901794,0.05774722620844841,-0.3782954514026642,0.4733510911464691,0.056493811309337616,-0.37753888964653015,0.47000640630722046,0.056452639400959015,-0.37757983803749084,0.467027485370636,0.056300874799489975,-0.37762463092803955,0.4975515305995941,0.06421254575252533,-0.26338934898376465,0.46349969506263733,0.06488782912492752,-0.2581987977027893,0.48647093772888184,0.09729864448308945,-0.34984511137008667,0.4719296097755432,0.09582746028900146,-0.3484896719455719,0.5318758487701416,0.19507251679897308,-0.18331275880336761,0.4233856797218323,0.17734599113464355,-0.1738990992307663,0.5461332201957703,0.3343352973461151,-0.1562313735485077,0.41440051794052124,0.3176890015602112,-0.16814866662025452,0.5491917729377747,0.460158109664917,-0.2540878653526306,0.43148502707481384,0.4363276958465576,-0.28189143538475037,0.5499297976493835,0.5023090243339539,-0.28873130679130554,0.43196290731430054,0.4792458117008209,-0.3198647201061249,0.5424607396125793,0.5003726482391357,-0.319860577583313,0.44130054116249084,0.4726039469242096,-0.35031506419181824,0.5388591885566711,0.48817864060401917,-0.2678282856941223,0.44335079193115234,0.4579085111618042,-0.2957914173603058,0.4959915280342102,0.44497808814048767,-0.020419396460056305,0.44079843163490295,0.44283241033554077,0.02036771923303604,0.49639344215393066,0.6116148829460144,-0.08626344799995422,0.4355946481227875,0.5973150730133057,-0.09221005439758301,0.5070265531539917,0.7995836138725281,0.09223558753728867,0.46494579315185547,0.766142725944519,0.12097251415252686,0.5075353980064392,0.8224542140960693,0.10164554417133331,0.47516733407974243,0.7860659956932068,0.1347077339887619,0.49834662675857544,0.8596906661987305,-0.0583341121673584,0.44598251581192017,0.8340219855308533,0.010899839922785759
1781515885.2916462,plank,0.47640877962112427,0.05452094227075577,-0.4088609218597412,0.48369064927101135,0.03437737375497818,-0.393221378326416,0.4880288243293762,0.03474745154380798,-0.3932473063468933,0.49205613136291504,0.03527555614709854,-0.3932800889015198,0.4713842272758484,0.03316706418991089,-0.3917161524295807,0.46775493025779724,0.03302657976746559,-0.3917556405067444,0.4644976556301117,0.03315554931759834,-0.3918016254901886,0.4971250891685486,0.041666824370622635,-0.2809462547302246,0.46045342087745667,0.040082450956106186,-0.2715502977371216,0.4839862287044525,0.07529114186763763,-0.36468079686164856,0.46968117356300354,0.0742720514535904,-0.36234262585639954,0.5309370756149292,0.17827652394771576,-0.20522591471672058,0.42019200325012207,0.15909066796302795,-0.17830407619476318,0.545001745223999,0.3171898424625397,-0.18579275906085968,0.4091103672981262,0.2957427501678467,-0.15714289247989655,0.5473594665527344,0.44353675842285156,-0.3003626763820648,0.42785874009132385,0.41851696372032166,-0.26657384634017944,0.5490908622741699,0.48211729526519775,-0.34090524911880493,0.4287349283695221,0.45777273178100586,-0.30380991101264954,0.5412911772727966,0.4791572690010071,-0.3713970184326172,0.43907371163368225,0.4514566659927368,-0.33391261100769043,0.5371456742286682,0.4683459401130676,-0.3144473433494568,0.4407067894935608,0.437724232673645,-0.2803829312324524,0.49456971883773804,0.43306654691696167,-0.02636059746146202,0.4380931854248047,0.4302471876144409,0.0263026412576437,0.49507659673690796,0.6028644442558289,-0.05535770207643509,0.4325379431247711,0.5938219428062439,0.061085544526576996,0.503950297832489,0.786598265171051,0.12988966703414917,0.46451348066329956,0.7559901475906372,0.30359238386154175,0.5046814680099487,0.8129895329475403,0.1383192539215088,0.47449836134910583,0.7765132188796997,0.32144618034362793,0.4942050576210022,0.8477989435195923,-0.009909615851938725,0.44057971239089966,0.8244680762290955,0.2110893428325653
1781515885.4997427,plank,0.46495184302330017,0.004258491098880768,-0.45301517844200134,0.47046786546707153,-0.018059315159916878,-0.4377216398715973,0.4745000898838043,-0.017254794016480446,-0.4377301335334778,0.4787975251674652,-0.01641331985592842,-0.43778061866760254,0.4605155885219574,-0.019714737311005592,-0.43678268790245056,0.4569089412689209,-0.020117221400141716,-0.4368407726287842,0.45293864607810974,-0.020477088168263435,-0.43690720200538635,0.48523378372192383,-0.011138709262013435,-0.31955286860466003,0.44618692994117737,-0.01443246565759182,-0.3121589124202728,0.4695134162902832,0.023558106273412704,-0.40580374002456665,0.4582827091217041,0.024359021335840225,-0.4040936529636383,0.5178734064102173,0.11684343218803406,-0.22788187861442566,0.408607542514801,0.10309410095214844,-0.2115541249513626,0.5394442081451416,0.24959011375904083,-0.18470388650894165,0.40176525712013245,0.24585609138011932,-0.17207255959510803,0.5412866473197937,0.3724474310874939,-0.2864331901073456,0.4212062954902649,0.36575254797935486,-0.26949483156204224,0.5445961952209473,0.41198426485061646,-0.3352193236351013,0.4224955141544342,0.4089941382408142,-0.30730438232421875,0.5368748307228088,0.41031327843666077,-0.36223360896110535,0.4323806166648865,0.400740385055542,-0.3412966728210449,0.5328034162521362,0.39482972025871277,-0.30118077993392944,0.4346555769443512,0.38574710488319397,-0.2845504879951477,0.489797979593277,0.37453487515449524,-0.02696465514600277,0.432719886302948,0.3763476610183716,0.02691776491701603,0.4897020757198334,0.545907735824585,0.0025859540328383446,0.42358627915382385,0.540648877620697,0.011172128841280937,0.5021390318870544,0.7291021347045898,0.22008509933948517,0.45037785172462463,0.71803218126297,0.24709181487560272,0.49994024634361267,0.758134126663208,0.23179776966571808,0.46415939927101135,0.7428504228591919,0.26002436876296997,0.49482718110084534,0.7835584878921509,0.08656802028417587,0.42946261167526245,0.7770556211471558,0.1428665816783905
1781515885.606877,plank,0.4583304822444916,-0.054342109709978104,-0.44429707527160645,0.4615062177181244,-0.06549123674631119,-0.43127018213272095,0.4647214412689209,-0.06528471410274506,-0.4312492907047272,0.4680190980434418,-0.06500329077243805,-0.4312813878059387,0.45199400186538696,-0.06546948850154877,-0.43449869751930237,0.44859227538108826,-0.06525884568691254,-0.43457311391830444,0.4450955390930176,-0.0650286003947258,-0.4346495270729065,0.47167548537254333,-0.0521836020052433,-0.32376137375831604,0.4401131570339203,-0.0564209520816803,-0.3371703624725342,0.46181464195251465,-0.02087397687137127,-0.40067583322525024,0.4521571695804596,-0.020685244351625443,-0.4046820104122162,0.5102630853652954,0.06530439853668213,-0.22684967517852783,0.39944493770599365,0.060904212296009064,-0.24972958862781525,0.5311307907104492,0.1936110556125641,-0.15025977790355682,0.3967684209346771,0.19598674774169922,-0.20630845427513123,0.5379682183265686,0.3120809495449066,-0.20291022956371307,0.4165075421333313,0.3073885142803192,-0.27985337376594543,0.543423056602478,0.3489358723163605,-0.22734057903289795,0.41771411895751953,0.3486481010913849,-0.3151751160621643,0.5352176427841187,0.3485175371170044,-0.2603934407234192,0.4264889657497406,0.34094566106796265,-0.34840625524520874,0.5311651229858398,0.33836790919303894,-0.2163405418395996,0.429004967212677,0.3279465436935425,-0.29392918944358826,0.48497915267944336,0.3287293612957001,-0.018682604655623436,0.42773905396461487,0.3300774097442627,0.01854925975203514,0.48756471276283264,0.4970496594905853,0.030682483687996864,0.4249248504638672,0.4997393786907196,0.037450652569532394,0.5006045699119568,0.6779831647872925,0.27001383900642395,0.44801416993141174,0.6701257228851318,0.2942970395088196,0.49658870697021484,0.7065345048904419,0.28464430570602417,0.459254652261734,0.6976547837257385,0.3125195801258087,0.49533358216285706,0.7346479892730713,0.1433568000793457,0.43267664313316345,0.7261836528778076,0.1868630051612854
